id,customer_tweet_id,brand_tweet_id,conversation_id,customer_author_id,customer_created_at,customer_text,historical_brand_reply,gold_intent,annotator,annotation_notes,is_sensitive,ground_truth_decision
cand_032,110093,110092,110094.0,140442,Thu Nov 23 19:29:40 +0000 2017,"@SpotifyCares Tks! But I can’t found the list anywhere, and I try to restore it but I couldn’t find either.. there’s is anyway to set it up again?","@140442 Can you try logging out of your account, restarting your device, and logging back in? Let us know how that goes /TF",playlist_library,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_033,160547,160545,160547,152986,Fri Nov 24 16:43:12 +0000 2017,@115888 stop putting random bands  i’ve never heard of in my “recently listened to artists”,@152986 Hey there! Could you DM us your account's username and email address? We'll take a look backstage /DF https://t.co/ldFdZRiNAt,playlist_library,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_034,24104,24103,24105.0,121194,Wed Nov 01 09:01:40 +0000 2017,@SpotifyCares Splendid,"@121194 Thanks for understanding. If we can help with anything else, just give us a shout /AY",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_035,147376,147375,147376,149486,Fri Nov 24 10:15:06 +0000 2017,"@117153 hi, i pay but not be premium",@149486 Hey! The cavalry's here. Could you DM us your account's email address? We'll take a look backstage /AU https://t.co/ldFdZRiNAt,subscription_billing,Mohd Sajid Jafri,,True,ESCALATE
cand_036,61163,61162,61163,130004,Wed Nov 01 21:16:33 +0000 2017,@3493 any chance for more songs from bolbbalgan4/red cheek puberty/ 볼빨간 사춘기? would love their full album red planet,"@130004 Hey David! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /CP",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_037,67683,67682,67684.0,131455,Thu Nov 30 08:34:41 +0000 2017,@SpotifyCares I sent you guys a dm.  I seriously need cflarification in here,"@131455 Hi, help's arrived! We've just sent you a bit more info over DM. We'll carry on helping out there /LS",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_038,185163,185162,185164.0,159549,Thu Oct 12 01:00:25 +0000 2017,@SpotifyCares Thankyou @SpotifyCares,"@159549 You're welcome! If there's anything else, just let us know 🙂 /AP",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_039,128202,128201,128202,144804,Fri Nov 24 01:50:57 +0000 2017,Hi @642. I’ve been randomly unsubscribed from Spotify Premium which is included in my Plan. Why is this so?,@144804 Hi Earl! We've just sent a DM your way. Let's carry on chatting there /JQ,subscription_billing,Mohd Sajid Jafri,,True,ESCALATE
cand_040,62425,62424,62425,130301,Wed Nov 01 21:26:15 +0000 2017,The only reason I have not purchased @115888 premium is because of recurring billing. Is there any way around this?,"@130301 Hey there! Could you head over at https://t.co/6U9K2VcuJI and see if that helps? For anything else, let us know /GU",subscription_billing,Mohd Sajid Jafri,,True,ESCALATE
cand_041,172542,172541,172542,156327,Fri Nov 24 21:17:25 +0000 2017,"@SpotifyCares I want update my payment, but it takes never ending white screen loading. Re-installed or clear data isn't solve problem https://t.co/qtSn1PtNAm","@156327 Hi Andika, help's here! Could you DM us your email address and username? We'll take a closer look /JQ https://t.co/ldFdZRiNAt",app_crash_technical,Mohd Sajid Jafri,,False,ESCALATE
cand_042,132597,132596,132597,145915,Fri Nov 24 06:08:53 +0000 2017,@7443 could you possibly get Bus That back on @115888 @SpotifyCares,"@145915 Hey there! Sometimes content is temporarily removed due to licensing, but we hope to have it back soon: https://t.co/VMrgnGpB4G. Hope this clears things up /GK",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_043,9362,9361,9362,117671,Wed Nov 01 00:07:25 +0000 2017,@642 @115888 @SpotifyCares my spotify premium stopped working,@117671 Hey there! Can you DM us your account's email address? We'll take a look backstage /RB https://t.co/ldFdZRiNAt,subscription_billing,Mohd Sajid Jafri,,False,ESCALATE
cand_044,128858,128857,128859.0,144988,Fri Nov 24 02:29:09 +0000 2017,@SpotifyCares That fixed It! ☺,@144988 Awesome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /RB,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_045,14943,14942,14943,119240,Wed Nov 01 01:35:57 +0000 2017,@115888 https://t.co/IZGJd5KWjz put this on spotify please,"@119240 Hey! We’d love to have all of his stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /NQ",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_046,11712,11711,11712,118265,Wed Nov 01 00:45:16 +0000 2017,@118266 halo skrg kok udh gak ada pilihan bayar pakai pulsa ya untuk berlangganannya?,"@118265 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /JS",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_047,128181,128180,128181,144796,Fri Nov 24 02:08:21 +0000 2017,"@SpotifyCares hey there, been having issues with my premium account the past couple days. Seems like it is due to my payment not going through,but I'm sure my card info is valid. Any solutions to follow here? Thanks in advance for the help!",@144796 Hey there! Can you DM us your account's email address and a screenshot of any error messages you're seeing? We'll take a look /RB https://t.co/ldFdZRiNAt,subscription_billing,Mohd Sajid Jafri,,True,ESCALATE
cand_048,100121,100119,100121,137939,Thu Nov 30 16:28:27 +0000 2017,Hey @SpotifyCares any chance to use @AmazonHelp echo audio groups like it is possible to use @122986 Chromecast audio groups? Help Appreciated!,"@137939 Hey Kay! We're working on this as we speak, but we don't have a release date yet. Watch this space! Give us a shout if you have any other questions, we'll get back to you in a beat 🙂 /TI",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_049,152238,152237,152238,150792,Fri Nov 24 12:33:45 +0000 2017,@116130 the way you guys keep putting my music on otherr profiles is annoying now!,"@150792 Hey, sorry about that! We’d recommend reaching out to your distributor or aggregator. They'll work with our team to make sure your artist page gets fixed up /JM",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_050,118855,118856,118854.0,142352,Mon Nov 27 18:40:46 +0000 2017,@SpotifyCares @142351 What about changing our usernames? Which team is working on that?,"@142352 Hey Jay, help's here! Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_051,187598,187596,187598,160030,Wed Oct 04 07:45:34 +0000 2017,@SpotifyCares what are the requirements to make the new Spotify app proxy compliant?,"@160030 Hey Simon. Can you tell us more about what's happening? What device, operating system, and Spotify version are you using? /AY",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_052,42731,42729,42731,125451,Wed Nov 01 15:25:38 +0000 2017,"@SpotifyCares after a while, the windows app takes up 1.5GB of RAM. Way too high. When I restart it takes closer to 250MB. What's the deal?","@125451 Hey there! Help's here. Can you let us know the device, Windows, and app versions you're using? We'll see what we can suggest /PB",app_crash_technical,Mohd Sajid Jafri,,False,ESCALATE
cand_053,72087,72085,72091.0,132184,Thu Nov 30 09:08:59 +0000 2017,@115888 You are so ungrateful and pathetic,"@132184 Sorry to hear that you feel that way. We'd love to help out. Can you DM us your account's username or email address, along with more details on what's happening? /MU https://t.co/ldFdZRiNAt",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_054,36163,36161,36165.0,123872,Wed Nov 01 10:56:09 +0000 2017,@SpotifyCares Like what ?,"@123872 You can try using a different computer to see if it helps. Also, try resetting your password at https://t.co/jGP5GWOoVY /CB",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_055,176543,176540,176543,157536,Fri Nov 24 23:47:18 +0000 2017,"@SpotifyCares hi, since a half year ago my spotify is pretty slow, it takes a lot of seconds to load everything, i have already send a mail to you but that didn't help. (I deleted the app and also deleted my spotify cache) can you help me please?","@157536 Hey there! Don't worry, we're here to help. Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /MT",app_crash_technical,Mohd Sajid Jafri,,False,ESCALATE
cand_056,120298,120297,120298,142711,Thu Nov 23 22:53:12 +0000 2017,@115888 I thought paying for a premium account would mean I wouldn’t have ads,@142711 Hey there! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZRiNAt,app_crash_technical,Mohd Sajid Jafri,,False,ESCALATE
cand_057,110097,110096,110097,140443,Thu Nov 23 19:44:52 +0000 2017,"@115833 + @SpotifyCares + @118117 is the ultimate music experience. I feel like I’m living in a Sci-fi film. Top marks to the lot of you. Take tomorrow off have a long weekend, you deserve it.","@140443 Awesome, that's what we like to hear! If you need us again, just... https://t.co/AUc7DGJpgF /TF",other_unsupported,Mohd Sajid Jafri,,False,ESCALATE
cand_058,199125,199123,199125,162923,Wed Oct 04 12:59:52 +0000 2017,@SpotifyCares looking to carry on my student account. I have an NUS card which I can send over. however I haven’t got a Uni days account.,@162923 1: Hi Reece! NUS is currently unavailable as a discount option. We’d recommend using UNiDAYS at https://t.co/ZCWeItTUhj.,subscription_billing,Mohd Sajid Jafri,,False,ESCALATE
cand_059,62431,62430,62431,130303,Wed Nov 01 15:15:17 +0000 2017,@SpotifyCares sent a DM! Was wondering if I could get some help :),"@130303 Hi, we've just replied to your DMs. Check your messages 🙂 /SY",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_060,44405,44403,44413.0,125853,Sat Nov 25 16:20:55 +0000 2017,"@SpotifyCares I have a Samsung S7, Android 7.0 and the latest version of the Spotify app",@125853 Got it. Could you also get back to us with the OS and Spotify version you're using on your computer? /MT,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_061,37708,37706,37708,124189,Wed Nov 01 12:10:43 +0000 2017,"hi @SpotifyCares i think im being charged twice, can you help??",@124189 Hey there! Could you send us a DM with your account's email address? We'll take a look backstage /MA https://t.co/ldFdZRiNAt,subscription_billing,Mohd Sajid Jafri,,True,ESCALATE
cand_062,15665,15664,15665,119445,Wed Nov 22 09:16:38 +0000 2017,"@115888 I tried to upgrade to premium for 6.99 and my card was charged twice, and i am not even upgraded..please advice!",@119445 Hey there! Can you DM us your account's username and email address? We'll take a look backstage /SY https://t.co/ldFdZRiNAt,subscription_billing,Mohd Sajid Jafri,,True,ESCALATE
cand_063,11166,11164,11167.0,118116,Wed Nov 01 00:46:04 +0000 2017,@SpotifyCares And is that causing the other issue where nothing will play on sonos thru Spotify app?,@118116 Can you DM us the username or email address so we can pull up the account and take a closer look? /JU https://t.co/ldFdZRiNAt,app_crash_technical,Mohd Sajid Jafri,,False,ESCALATE
cand_064,27954,27953,27955.0,122124,Wed Nov 01 09:32:43 +0000 2017,@SpotifyCares It's cool dw I thought it was a funny glitch. 😂😂 restarted the app and its all working now,@122124 Great! Glad to hear it's working. Just let us know if we can help with anything else. https://t.co/m4HWSbgHVZ 🙂 /AC,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_065,187630,187628,187636.0,160032,Wed Oct 04 07:30:31 +0000 2017,"@SpotifyCares tried in chrome incognito and edge, still playing the same incorrect songs, dont have another device to try",@160032 Can you check if clearing your cache helps? Can you also try logging out &gt; restarting your device &gt; logging back in? /PL,app_crash_technical,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_066,187575,187574,187575,160025,Wed Oct 04 08:44:38 +0000 2017,@SpotifyCares I have a premium account and  have lost all my playlists since the phone update can somebody call me on 02082224109. Thanks,"@160025 1: Hi John! We're afraid we don't have telephone support, but we'll be glad to help here through Twitter.",app_crash_technical,Mohd Sajid Jafri,,False,ESCALATE
cand_067,187812,187811,187812,160069,Wed Oct 04 14:43:03 +0000 2017,@SpotifyCares I was charged for a premium for family account despite never signing up for it- why did this happen and can I get a refund?,"@160069 Hey Kelsey, help's here! Can you DM us your account's email address? We'll take a look under the hood /MV https://t.co/ldFdZRiNAt",subscription_billing,Mohd Sajid Jafri,,True,ESCALATE
cand_068,141134,141136,141133.0,147828,Fri Nov 24 15:24:34 +0000 2017,@SpotifyCares @147827 Its so unfair!! The promo is for VISA cardholders only. 😑 How about us? Stop broadcasting incomplete details!,"@147828 Hey Tope. Sorry for the confusion. The promo offer is eligible for anyone with a recurring form of payment, not just VISA. You can see more info about our accepted payments here: https://t.co/RywgYiE2hX. We hope this helped clear some concerns /AL",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_069,153742,153741,153743.0,151197,Fri Nov 24 16:33:11 +0000 2017,"@SpotifyCares Qdas
__email__",@151197 Thanks! We'd suggest deleting your last tweet as it contains your email address. You can DM it to us instead using the link below /JP https://t.co/ldFdZRiNAt,other_unsupported,Mohd Sajid Jafri,,True,ESCALATE
cand_070,61159,61158,61160.0,130003,Wed Nov 01 21:07:56 +0000 2017,@SpotifyCares I need to switch my account to a student account.,@130003 Great! Can you DM us your account's username and email address? We'll take a look under the hood /MS https://t.co/ldFdZRiNAt,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_071,106362,106360,106362,139572,Thu Nov 30 17:34:04 +0000 2017,@SpotifyCares what is happening with the web player? Same issue as two days ago. Help! #Spotify,"@139572 Hey, that's not cool! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? Once you fire over that info, we'll see what we can suggest /DT",app_crash_technical,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_072,166676,166675,166676,154721,Fri Nov 24 19:25:50 +0000 2017,@SpotifyCares I can’t create acct with my email. Says email is taken. Then says I’ve logged in with Facebook cred. Deleted app from FB. Still says my email taken.,@154721 Hey there! Can you DM us your account's email address? We'll take a look backstage /TJ https://t.co/ldFdZRiNAt,account_access_security,Mohd Sajid Jafri,,False,ESCALATE
cand_073,2946,2945,2946,116392,Tue Oct 31 22:07:04 +0000 2017,@SpotifyCares is there anyway to move songs around so they're in my order and not the order of when I added them...if that makes sense?,@116392 Hi Thomas. It makes total sense! This link should help you sort your awesome tracks: https://t.co/5hjtm5AdqM /LS,playlist_library,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_074,6618,6615,6618,117167,Sun Oct 08 23:04:15 +0000 2017,@117168 when I watch an ad video and you say 30 mins ad free. I expect 30 mins ad free. Not 10 mins. https://t.co/1hmNwVarMm,"@117167 Hey Terry, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /RA",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_075,163713,163712,163713,153874,Fri Nov 24 18:07:13 +0000 2017,"@115888 any plans to improve queue functionality? (queuing on web player, clearing queue on Android)","@153874 Hey there! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /MX",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_076,45737,45736,45737,126137,Wed Nov 01 16:35:28 +0000 2017,Hey @115888 I need this Copeland album because it’s a banger and hardly anyone knows it exists. https://t.co/II7N9SFESH,"@126137 Hey there! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /GU",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_077,130395,130394,130395,145407,Fri Nov 24 04:13:47 +0000 2017,"@118266 admin, 4.990 itu bayarnya via apa ya kalau nggak punya credit card?","@145407 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /RB",other_unsupported,Mohd Sajid Jafri,,True,ESCALATE
cand_078,172492,172490,172494.0,156310,Fri Nov 24 21:47:22 +0000 2017,@SpotifyCares It’s the latest version of each 👍,"@156310 Thanks. Can you try logging out, restarting your device, then logging back in? Let us know if that helps /QI",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_079,110119,110118,110119,140450,Thu Nov 23 19:30:03 +0000 2017,@115888 when will reputation be up I can’t wait any longerrrr :((((((,"@140450 Hey, we hear you. We’ll have it available to you as soon as it’s available to us! For now, check out the singles: https://t.co/3h0TnPWP0c /TR",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_080,106305,106304,106305,139554,Thu Nov 30 18:34:23 +0000 2017,@SpotifyCares - can't change my country to the US from the UK - please assist,"@139554 Hey Michael! Do you get an error message when trying to change the country settings? If you do, can you send us a screenshot of it? Also, can you DM us your account's email address? We'll take a look backstage /SJ https://t.co/ldFdZRiNAt",app_crash_technical,Mohd Sajid Jafri,,False,ESCALATE
